movie_id,title,year,genre,color_process,location,notes
MR19,The Front,1976,"comedy, drama",Metrocolor,"Hollywood, CA; T(1950)",W(Walter Bernstein) R(PG)
MR25,Back Roads,1980,romantic,DeLuxe,"rods, CA",R(R) M(Henry~Mancini)
MR29,Cross Creek,1983,biography,Technicolor,"swamps, FL",
MR30,Nu,1987,"drama, biography",Technicolor,"NYC, NY","M(Strisand, Ravi Shankar"
MR34,Iris and Stanley,1989,romantic,Technicolor,,
NAC10,Jungle Hell,1956,"science, fiction",black-and-white,,W(Cerf)
RoL59,Tm:Fallen Angel,1980,,,,R() W(Lew Hunter) Er()
RoL60,Tm:If Things Were Different,1980,,,,"W(Bill Froehlich, Mark Liesson) Er()"
RoV1,And God Created Woman,1956,pornography,"Eastmancolor, Cinamascope","beach, St.Tropez, France",R(R)
RoV2,Heaven Fell That Night,1957,drama,,,W(Vadim)
RoV3,Les Liaisons Dangereuses,1959,drama,black-and-white,France,B(Laclos) W(Vadim) M(Thelonius Monk)
RoV5,Blood and Roses,1964,romantic,,,
RoV7,La Ronde,1964,romantic,Eastmancolor,"Paris, France; T(1913)",W(Anouilh)
RoV13,Pretty Maids All in a Row,1971,horror,Metrocolor,,W(Gene Roddenberry)
RoV15,Don Juan,1973,romantic,color,,Alt(If Don Juan Were a Woman; USA) Alt(Ms.Don Juan; USA)
TPo8,Tm:Hang 'Em High,1967,,,,R(PG)
TPo12,The Harrad Experiment,1973,pornography,Eastmancolor,,B(Kinsey: report)
TPo13,Magnum Force,1973,,,,"Ser(Dirty Harry, 2) R(R) W(Milius, Michael Cimino)"
TPo14,Tm:The Baby,1973,,,,W(Abe Polsky)
TPo16,The Harrad Summer,1974,pornography,color,,Er(D)
TPo21,Tm:Good Guys Wear Black,1978,action,,Vietnam,R(PG)
TPo24,Tm:Diary of a Teenage Hitchhiker,1979,,,,Er() W(Robert Maolm Young)
Z5610,Her Bridal Night,1956,romantic,,,Alt(The Bride is Much too Beautiful)
Z5615,Mademoiselle Striptease,1957,"romantic, pornography",,"Paris, France",Lang(Fr) Alt(Please Mr. Balzac)
ArH102,Disappearing Trick,1958,thriller,,,TV(6Apr1958) Le(30m) B(Victor Canning)
ArH103,The Festive Season,1958,thriller,,T(Christmas),TV(4May1958) Le(30m) VT() Seen(22Dec1990)
ArH104,Post-Mortem,1958,thriller,,,TV(18May58) Le(30m) B(Woolrich) W(Robert C. Dennis)
ArH106,The Jokester,1958,thriller,,morgue,TV(10Oct1958) Le(30m)
ArH108,Mrs.~Herman and Mrs.~Fenimore,1958,thriller,,"London, England",TV(28Dec1958) Le(30m) VT(N:HQ5) Seen(26Jun1991)
ArH110,The Right Price,1959,thriller,,,TV(8Mar1959) Le(30m) Seen(21Dec1990) VT()
ArH113,Forty Detectives Later,1960,thriller,,,TV(17Apr1960) Le(30m) W(B(Henry Slesar)) Seen(14Jan1991) VT(N:HP3)
ArH114,One Grave Too Many,1960,thriller,black-and-white,,TV(22May1960) Le(30m) B(Henry Slesar)
ArH115,The Doubtful Doctor,1960,"thriller, romantic",black-and-white,"NYC, NY; T(1960)",TV(4Oct1960) Le(30m) B(Louis Paul) W(Jerry Sohl) VT(N:HP10) Seen(15Mar1991)
ArH116,The Baby Blue Expression,1960,thriller,,,TV(12Dec1960) Le(30m)
ArH117,A Woman's Help,1961,thriller,black-and-white,"mansion, USA",TV(21Mar1961) Le(30m)VT(N:HP10) Seen(17Mar1991)
ArH204,The Americanization of Emily,1964,drama,,Great Britain; T(1944),B(Bill~Huie) W(Ransohoff)
ArH205,Mamie,1966,comedy,color,HK,"B(Bill~Huie) Er(, D)"
ArH208,Love Story,1970,,,,R(PG) B(Erich Segal)
ArH209,Tm:Plaza Suite,1971,,,,W(N.Simon)
ArH210,The Hospital,1971,"comedy, horror",DeLuxe,,R(PG) B(Paddy Chayefsky; AA)
ArH211,Man of La Mancha,1972,,,,
ArH215,Silver Streak,1977,"action, comedy",DeLuxe,"train, Chicago, IL; T(1930)",R(PG13) W(Higgins) Note(nota remake of ThA10) Seen()
ArH218,Tm:Making Love,1982,drama,DeLuxe,,R(R)
ArH220,Tm:Romantic Comedy,1983,romantic,Metrocolor,"town, New England",R(PG)
ArH225,Tm:The Lonely Guy,1984,,,,R(R)
ArH227,Teacher,1984,comedy,Metrocolor,,
ArH236,The Babe,1992,biography,color,"Baltimore, MD; Boston. MA; NYC, NY",R(PG) W(John Fusco)
ARy10,Carnival Night,1957,,,,
ARy15,Nowhere Man,1960,,,,
ARy20,Look Out For Cars,1963,,,,
ARy30,Garage,1979,,,,
ARy45,Dear Elena Sergeivna,1987,,,,
AuJ10,Hold That Hypnotist,1957,comedy,black-and-white,,Er(D)
BB3,"Murder, Incorporated",1957,drama,"black-and-white, Cinemascope","NYC, NY",
DTa100,The Deadly,1957,thriller,"black-and-white, TV",,TV(15Dec1957) Le(30m)
DTa101,The Right Kind of House,1958,thriller,"black-and-white, TV",,TV(9Mar1958) Le(30m) B(Henry Slesar)
DTa102,Fatal Figures,1958,thriller,"black-and-white, TV",,TV(20Apr1958) Le(30m)
DTa103,Listen! Listen!,1958,thriller,"black-and-white, TV",,TV(11May1958) Le(30m)
DTa104,The Crocodile Case,1958,thriller,"black-and-white, TV",England,TV(25May1958) Le(30m) Seen(4Jun1991) VT(N:HQ3)
DTa105,Total Loss,1959,thriller,"black-and-white, TV",,TV(1Feb1959) Le(30m)
DTa106,Invitation to an Accident,1959,thriller,"black-and-white, TV",,TV(14Jun1959) Le(30m)
DTa212,Damien: Omen II,1978,horror,DeLuxe,,R(R)
DTa215,Tm:The Final Countdown,1980,"science, fiction","TV, color","Pacific; Pearl Harbor, HA",R(PG)
DTa221,Oedipus at coloronus,1985,drama,TV,Greece,B(Sophocles) Er()
DTa222,Antigone,1985,drama,TV,Greece,B(Sophocles) Er()
EMo5,Le Dos Au Mur,1958,thriller,black-and-white,"suburb, Paris, France",Seen(15Mar1994)
EMo15,The Gentle Art of Seduction,1964,,,,
EMo17,"Dracula, Pere et fils",1976,"comedy, horror",,,Alt(Dracula and Son; USA)
EMo20,La Cage Au Folles,1978,comedy,Eastmancolor,"nightclub, Nice, France","B(Jean Poiret) W(Molinaro, Jean Poiret, Marcello Danon) Lang(Fr)"
EMo25,La Cage Au Folles II,1980,comedy,Technicolor,"nightclub, Nice, France","B(Jean Poiret) W(Jean Poiret, Francis Veber, Marcello Danon)"
EMo30,Sunday Lovers,1980,,,,
EMo40,Beaumarchais l'insolent,1996,comedy,,,
FMe10,El Vampiro,1957,horror,black-and-white,,"Ser(Vampiro, 1) Alt(The Vampire; USA)"
FMe12,El Ataud del Coffin,1958,horror,black-and-white,,"Ser(Vampiro, 2) Alt(The Vampire's Coffin; USA)"
FrR1,La Sfida,1957,,,,Lang(It)
FrR11,More Than a Miracle,1968,,,,
FrR20,Carmen,1984,musical,Eastmancolor,"town, Andalusia, Spain",M(Bizet) C(Pasqualino DeSantis) Seen(22Mar1992)
GTh5,Vicious Circle,1957,,,,VT(N:HP5)
GTh10,Carry On Sergeant,1958,comedy,black-and-white,"mil.inst., Rngland",Ser(Carry On; 1)
GTh12,Carry On Nurse,1959,comedy,,,Ser(Carry On; 2)
GTh14,Carry On Teacher,1960,comedy,,,Ser(Carry On; 3)
GTh16,Carry On Constable,1960,comedy,,,Ser(Carry On; 4)
GTh18,Carry On Regardless,1961,comedy,,,Ser(Carry On; 5)
GTh20,Carry On Cruising,1961,comedy,,,Ser(Carry On; 6)
GTh22,Carry On Cabby,1962,comedy,,,Ser(Carry On; 7)
GTh24,Carry On Jack,1964,comedy,,,Ser(Carry On; 8)
GTh26,Carry On Spying,1964,comedy,,,Ser(Carry On; 9)
GTh28,Carry On Cleo,1964,comedy,,,Ser(Carry On; 10)
GTh30,Carry On Cowboy,1966,comedy,,,Ser(Carry On; 11)
GTh32,Carry On Screamming,1966,comedy,,,Ser(Carry On; 12)
GTh37,Don't Loose Your Head,1966,comedy,,,Ser(Carry On; 14)
GTh38,Carry On Doctor,1967,comedy,,,Ser(Carry On; 15)
GTh40,Carry On Up The Khyber,1968,comedy,,,Ser(Carry On; 16)
GTh42,Carry On Camping,1968,comedy,,,Ser(Carry On; 17)
GTh44,Carry On Again Doctor,1969,comedy,,,Ser(Carry On; 18)
GTh46,Carry On Loving,1970,comedy,,,Ser(Carry On; 19)
GTh50,Carry On Henry,1971,comedy,,,Ser(Carry On; 21)
GTh52,Carry On At Your Convenience,1971,comedy,,,Ser(Carry On; 22)
GTh54,Carry On Matron,1972,comedy,,,Ser(Carry On; 23)
GTh55,Carry On Abroad,1972,comedy,,,Ser(Carry On; 24)
GTh56,Carry On Girls,1973,comedy,,,Ser(Carry On; 25)
GTh57,Carry On Dick,1974,comedy,,,Ser(Carry On; 26)
GTh58,Carry On Behind,1974,comedy,,,Ser(Carry On; 27)
GTh60,Carry On England,1976,comedy,,,Ser(Carry On; 28)
GTh62,Carry On Emanuelle,1977,comedy,,,Ser(Carry On; 29)
IFr1,The Young Stranger,1957,,,,
IFr4,The Manchurian Candidate,1962,thriller,black-and-white,,W(G.Axelrod) B(Richard Condon)
IFr5,Birdman of Aatraz,1962,drama,,"S.F., CA",R(PG)
IFr6,Seven Days in May,1964,thriller,black-and-white,"Washington, DC",W(Rod Sterling)
IFr7,Tm:The Train,1965,action,black-and-white,France; T(1944),"W(Franklin Coen, Frank Davis; AAN)"
IFr9,Grand Prix,1967,,,,
IFr14,Impossible Object,1973,,,SU:,color
IFr18,The French Connection II,1975,,DeLuxe,,C(Claude Renoir)
IFr19,Black Sunday,1976,action,,"superbowl, Miami, FL",R(R) W(E.Lehman)
IFr25,Tm:Prophecy,1979,"science, fiction",,,R(PG)
IFr30,Tm:The Challenge,1982,action,Eastmancolor,,R(R)
IFr32,Cat Chaser,1984,,color,,"Er(, D) B(Elmore Leonard)"
IFr33,Stick,1984,,color,,"Er(, D) B(Elmore Leonard)"
IFr35,52 Pickup,1986,action,"TV, color",,B(Elmore Leonard) Seen(18Dec1990)
IFr50,Brainscan,1996,,color,,
IFr51,The Island of Dr.Moreau,1996,,,Ctxx,
IFr52,Ronin,1998,thriller,,"Paris, France; Cote d'Azur, France",R(R)
InH2,Rodan,1957,horror,color,"mine, JaPanaVision",
InH18,"Ghidrah, The Three-Headed Monster",1965,"science, fiction",color,,
InH25,Godzilla's Revenge,1969,"science, fiction",color,,
JBC2,Under Fire,1957,,,,
JBC3,Sierra Baron,1958,,,,
JBC6,The Sad Horse,1960,,,,
JBC10,A Dog of Flanders,1960,,,,
JBC12,A Foot in Hell,1960,,,,
JBC14,The Big Show,1960,drama,"DeLuxe, Cinemascope",circus,
JBC16,Misty,1961,,,,
JBC18,Flipper,1963,,,,
JBC27,Debbie does Dallas,1969,pornography,color,"town, Texas",Er()
JBC30,The Little Ark,1971,,,,
JBC55,Flipper,1996,adventure,color,,Er(D) Seen(1996)
MiW10,The System,1964,,,,
MiW12,The Jokers,1966,"thriller, comedy",Technicolor,"London, England",
MiW13,I'll Never Forget Whahisname,1967,,,,
MiW16,Lawman,1970,,,,
MiW18,The Nightcomer,1970,,,,B(Henry James)
MiW20,Tm:The Mechanic,1972,action,Technicolor,,R(PG)
MiW21,Chato's Land,1972,western,color,West,
MiW23,"Won Ton Ton, The Dog Who Saved Hollywood",1976,,color,,
MiW27,Sentinel,1976,,,,
MiW30,Tm:The Big Sleep,1978,thriller,DeLuxe,,R(R) B(Raymond Chandler)
MiW35,Tm:The Stone Killer,1980,,,,R(R) W(Gerald Wilson) B(John Gardner) Er()
MiW43,Tm:Wicked Lady,1983,comedy,color,"csd, England",R(R) C(Jack Cardiff)
MRe5,Davy,1957,,,,
MRe7,Rocke Galore,1957,comedy,Technicolor,,Alt(Mad Little Island; USA)
NAA10,Three Fugitives,1957,,,,Lang(Bahasa Indonesia)
RDa1,The Green Man,1957,comedy,black-and-white,,"W(Launder, Gilliat)"
RDa3,First Man Into Space,1958,"science, fiction",black-and-white,,
RDa5,Two-Way Stretch,1960,comedy,black-and-white,,
RDa8,Operation Snatch,1962,,,,
RDa9,Tarzan's Three Challenges,1964,adventure,color,Thailand,"Ser(Tarzan, 76) Er(=Africa)"
RDa10,She,1965,adventure,,kingdom Kor,B(H.Merle Haggard)
RDa21,Tm:Initiation of Sarah,1978,,,,R(TV) W(Don Ingalls)
RDa23,Murder by Natural Causes,1979,comedy,TV,,
RMu6,To Kill a Mockingbird,1962,drama,,"town, AL",B(Harper Lee)
RMu18,"Tm:Baby, The Rain Must Fall",1965,,,,W(Horton Foote)
RMu19,Inside Daisy Clover,1965,,color,"Hollywood, CA; T(1930)",
RMu33,Summer of '42,1971,,,,
RMu37,Same Time Next Year,1978,comedy,color,,R(PG)
RMu46,Tm:Kiss Me Goodbye,1983,romantic,DeLuxe,,R(PG)
SJF11,The Ipcress File,1965,,,,V(Ken~Adam)
SJF19,Hit!,1976,action,color,,
SJF20,Gable and Lombard,1976,biography,,,Er(BioP)
SJF21,Tm:The Boys in ComPanaVisiony C,1977,,,,"R(R) W(Sidney J. Furie, Rick Natkin)"
SJF22,The Entity,1982,horror,,,R(R)
SJF23,Tm:Purple Hear,1984,,,,R(R)
SL1,Twelve Angry Men,1957,drama,black-and-white,,W(B(Reginald Rose; AAN))
SL3,That Kind of Woman,1959,romantic,black-and-white,,
SL4,The Fugitive Kind,1960,,,,
SL7,Fail Safe,1964,drama,black-and-white,"milt.Inst, USA; bomber, air",W(Walter Bernstein) B(Eugene Burdick)
SL8,The Pawnbroker,1965,,,,
SL9,The Hill,1965,,,,
SL14,Bye Bye Braverman,1968,comedy,color,"Brooklyn, NY",B(Wallace Markfield) Seen(1991) part)
SL15,The Appointment,1969,drama,color,"Rome, Italy",W(Salter)
SL19,The Anderson Tapes,1971,thriller,Technicolor,,W(Frank R. Pierson) Seen(14Jan1997)
SL20,Serpico,1973,"biography, action",color,"NYC, NY","R(R) B(Peter Maas) W(Norman Wexler, W.Salt; AAN) M(Puccini: Tosca)"
SL22,Dog Day Afternoon,1975,drama,,"NYC, NY; T(1972)",W(Pierson) R(R)
SL23,Network,1976,,color,,B(Paddy Chayefsky; AA) R(R)
SL26,Tm:Just Tell Me What You Want,1980,,,,R(R)
SL29,Tm:The Wiz,1978,,,,R(PG) C(Oswald Morris; AAN) m(Quincy Jones; AAN)
SL35,The Verdict,1982,documentary,Technicolor,"hospitals, Boston, MA",W(Mamet) B(Barry Reed)R(R)
SL39,Daniel,1983,"horror, documentary",Technicolor,,R(R) B(E.L. Doctorow)
SL44,The Morning After,1986,drama,,"La, CA",R(R)
SL49,Family Business,1989,drama,,,R(R)
SL50,Running on Empty,1989,drama,"Technicolor, PanaVision",,W(Naomi Foner) Seen(11Apr1989)
SL52,Q and A,1990,,Technicolor,,W(Lumet)
SL53,The Maid,1991,romantic,color,"NYC, NY; Paris, France",Er(D) R(PG)
SL54,A Stranger Among Us,1992,,color,NYC,W(Robert Avrech)
SL56,Guilty as Sin,1993,,color,,R(R)
SL59,Night Falls on Manhattan,1996,drama,color,"NYC, NY",
SL60,Critical Care,1997,comedy,color,hospital,
SL62,Gloria,1999,drama,,,
SS00,The Last Train Wreck,1957,,black-and-white,,LE(short)
SS01,Fighter Squad,1960,adventure,black-and-white,T(1944),LE(short)
SS02,Time Again,1963,drama,color,,Er(T)
SS03,Escape to Nowhere,1962,drama,color,"Mil.inst., T(1944)",Le(22min)
SS04,Firelight,1964,"science, fiction",color,space,
SS1,Amblin',1969,,short,,
SS2,Tm:Duel,1971,thriller,TV,,
SS4,Savage,1972,,TV,,
SS5,The Sugarland Express,1973,adventure,Technicolor,TX,R(PG) W(M.Robbins) M(John~Williams)
SS6,Jaws,1975,thriller,Technicolor,"Amity, Long Island, NY","M(John~Williams; AA) R(PG) B(P.Benchley) CoP(D.Brown, R.Zanuck) W(Gottlieb,P.Benchley)"
SS8,1941,1979,comedy,,"L.A., CA; Pacific Ocean; T(1941)","R(PG) W(N:Zemeckis, Bob Gale) M(John Williams)"
SS13,The color Purple,1985,drama,DeLuxe,,M(Quincy Jones; AAN) C(Allen Daviau; AAN) Inc(47.9M)
SS20,Always,1990,fantasy,color,,"Er(Jaglom: P, CoD)"
SS26,Schindler's List,1993,"drama, documentary",black-and-white,"Krakow, Poland; T(1943)",B(Thomas Keneally) W(Zaillian; AA) M(John~Williams; AA) V(; AA) E(: AA) C(Janusz Kaminski: AA) R(R) Cost(23M)
SS32,The Lost Worl Jurrasic Park,1997,"science, fiction",color,,Topic(cloning) V(Willis~OBrien) C(Janusz Kaminski)Ser(Jurrassic; 2) Cost(75M) Seen(1Nov1998)
SS34,Saving Private Ryan,1998,drama,color,"Omaha Beach, France; T(1944)","W(Robert Rodat; AAN) V(; AAN) C(Janusz Kaminski, AAN) M(John Williams) R(R) Inc(194M)"
SSi115,The Woman Who Turned to Salt,1958,thriller,"black-and-white, TV",,TV(16Jun1958) Le(30m)
WPr10,"Rock, Rock, Rock",1957,musical,,,
YMa1,Kuchizuki,1957,,,,Alt(Kisses)
YMa15,Seisaku no uma,1965,,,,Alt(Seisaku's Wife)
Z5710,Adelaide,1957,,,,Er()
Z5730,Far Behind Enemy Lines,1957,,,"airplanes, Germany; T(1943)",Er()
Z5735,Stage Struck,1957,,,,
AN10,Too Much Too Soon,1958,biography,black-and-white,"Hollywood, CA",B(Diane Barrymore)
AnQ10,The Buccaneer,1958,epic,color,T(1812),
ArP1,The Left Handed Gun,1958,western,,West,B(Gore Vidal)
ArP2,The Miracle Worker,1962,,,,
ArP4,The Chase,1966,,,,B(Horton Foote) W(lilian Hellman)
ArP5,Bonnie and Clyde,1967,cops-and-robbers,Technicolor,MidWest,"C(Burnett Guffey; AA) W(David Newman, Benton;AAN) R(NR)"
ArP6,Alice's Restaurant,1969,,,,
ArP10,Little Big Man,1970,western,color,,C(Harry Stradling~jr.) B(Thomas Berger)
ArP15,Night Moves,1975,mystery,Technicolor,,R(R)
ArP16,The Missouri Breaks,1976,western,DeLuxe,"ranches, MT",R(PG) W(Thomas McGuane)
ArP18,Tm:The Miracle Worker,1979,biography,black-and-white,,R(G) W(William Gibson; AAN)
ArP20,Tm:Four Friends,1981,,,,R(R)
AtR10,Thunder Road,1958,action,black-and-white,"csd, TN",W(Mitchum) M(Mitchum)
BoS50,Maria,1961,thriller,"black-and-white, TV","circus, USA",TV(24Oct1961) Le(30m) W(John colorlier) B(John Wyndham)
BoS61,The Test,1962,thriller,"black-and-white, TV",,TV(20Feb1962) Le(30m) W(Henry Slesar) B(Henry Slesar)
BoS62,The Big Score,1962,thriller,"black-and-white, TV",,TV(6Mar1962) Le(30m)
BoS70,The Helicopter Spies,1968,action,color,,"Ser(Solo, 7)"
BoS75,The Omega Man,1971,"science, fiction",color,"L.A., CA",
BoS80,"Rich Man, Poor Man",1976,drama,TV,,Le(12H; mini-series) CoD(Boris Sagal) B(Irwin Shaw)
C1,Le Beau Serge,1958,,,,
C2,The Cousins,1959,,,"university, Paris, France",Lang(Fr)
C10,Ophelia,1967,,,,Er()
C11,Landru,1967,,,,Er()
C20,Les Biches,1968,drama,Eastmancolor,"St.Tropez, France",C(Jean Rabier)
C21,La Femme Infidele,1969,thriller,,France,W(Chabrol) Lang(Fr
C22,The Beast Must Die,1969,,,,
C24,Le Boucher,1970,"thriller, drama",,,Lang(Fr) Alt(The Butcher; USA)
C31,Ophelia,1973,,,,
C35,Une Partie de Plaisir,1975,drama,color,,W(Paul Gegauff)
C38,Alice,1977,,,,
C49,Stille Tage in Clichy,1990,drama,,"Paris, France","Er(title orig) B(Henry Miller) W(Chabrol, Ugo Lenzio)"
C50,Story of Women,1990,biography,,,"W(Chabrol, coloro Travenier OHagan)"
C58,The Swindle,1988,,,,
DLR3,To Catch a Butterfly,1963,thriller,black-and-white,,TV(1Feb1963) Le(1h)
DLR4,A Matter of Murder,1964,thriller,black-and-white,,TV(3Apr1963) Le(1h)
DLR5,Madame X,1965,drama,Technicolor,,
DLR8,Eye of The Cat,1969,,,,
DLR10,The Concorde --- Airport 79,1979,,Technicolor,,
DLR15,Tm:A Family Upside Down,1980,,,,R(PG) W(Gerald DePego) Er()
DVs1,Murder Me Twice,1958,thriller,"black-and-white, TV",,TV(7Dec1958) Le(30m)
DvS3,The Parent Trap,1961,comedy,Technicolor,,
FT1,Miston,1958,drama,black-and-white,,Le(23min) W(Truffaut)
FT2,Les Quatre-Cen Coups,1959,drama,"black-and-white, Dyaliscope","Paris, France; seashore, France","W(Truffaut; AAN) C(Henri~Decae) Lang(Fr) Ser(Antoine Doinel, 1) Alt(The 400 Blows; USA)"
FT4,Jules et Jim,1961,drama,black-and-white,"Paris; T(1910,1937)","W(Truffaut, Jean Grualt) B(HenryPierre Roche)"
FT6,La peau douce,1964,romantic,black-and-white,"airplane, Lisbon, Portugal",Lang(Fr) Seen(25May1989) VT() Alt(Silken Skin; USA)
FT7,Fahrenheit 415,1966,drama,color,,B(Ray Bradbury) C(Roeg) M(Herrmann) Lang(English)
FT8,La Marie Etait En Noir,1967,thriller,Eastmancolor,,B(William Woolrich) Nt(hommage to Hitchcock) Alt(The Bride Wore Black; USA)
FT9,Baisers Voles,1968,romantic,color,"Paris, France","Lang(Fr) Ser(Antoine Doinel, 2) Alt(Stolen Kisses; USA)"
FT10,La Sirene du Missisippi,1969,"drama, noir",color,"Reunion, island; France",Lang(Fr) B(Woolrich) Nt(dedicated to J.Renoir)
FT17,Mississippi Mermaid,,,,USA,
FT11,L'Enfant Sauvage,1969,documentary,black-and-white,"csd, France; T(1810)",C(Nestor Almendros) B(Jean Itard) Alt(The Wild Child of Aveyron; USA)
FT12,Domicile Conjugal,1970,romantic,color,,"Lang(Fr) Ser(Antoine Doinel, 3)"
FT13,Les deux anglaises et le continent,1972,romantic,color,France,B(HenryPierre Roche) Alt(Anne and Muriel; GB) Alt(Two English Girls; USA)
FT14,Une belle fille comme moi,1972,comedy,color,"prison, France","Lang(Fr) W(Dabadie, Truffaut) B(Henry Farrell) Alt(A Gorgeous Bird Like Me; GB) Alt(Such a Gorgeous Kid Like Me; USA)"
FT15,La Nuit Americaine,1973,comedy,Eastmancolor,"Victorian studios, Nice, Riviera, France","W(Truffaut, JeanLouis Richard, Suzanne Schiffman; AAN) VT(N:HP0,1) Alt(Day for Night; USA)"
FT16,L'histoire d'Adele H.,1975,biography,Eastmancolor,France,C(Nestor Almendros) Lang(Fr) Alt(The Story of Adele H.; USA)
FT18,L'argent de poche,1976,romantic,color,,"W(Truffaut, Suzanne Schiffman Lang(Fr) Alt(Small Change; USA)"
FT20,l'homme qui aimait les femmes,1977,drama,Eastmancolor,C(Nestor Almendros) M(Maurice Jaubert) Alt(The Man Who Loved Women; USA),
FT21,La chambre verte,1978,drama,color,C(Nestor Almendros),
FT28,La femme d'a cote,1981,romantic,color,"Grenoble, France",Alt(The Woman Next Door; USA)
FT30,Vivement Dimanche,1983,noir,black-and-white,,"W(Truffaut, Suzanne Schiffman) B(Charles Williams) C(Nestor Almendros) Alt(Confidentially Yours; USA)"
GDu10,Tm:Cosmic Monster,1958,,,,
IGi10,The Man Inside,1958,thriller,"black-and-white, Cinemascope",Europe,
IGi20,Fury at Smuggler's Bay,1958,drama,Eastmancolor,"coast, Cornwall, England",C(Harry Waxman) W(Gilling)
IrK2,The Hoodlum Priest,1961,biography,black-and-white,,C(Haskell Wexler)
IrK7,The Flim Flam Man,1967,,,,
IrK10,The Eyes of Laura Mars,1978,,,,R(R)
IrK14,The Empire Strikes Back,1980,,"Eastmancolor, PanaVision",space,W(G.Lucas)
IrK15,Never Say Never Again,1983,adventure,"Technicolor, PanaVision",,B(I.Fleming) Ser(Bond; 15) R(PG)
IrK25,Robocop II,1990,action,color,"Detroit, MI",R(R)
IrK27,Robocop III,1991,action,color,"Detroit, MI",ER(D)
IrL10,Murder by Contract,1958,thriller,,,V(Lucien Ballard)
JCa4,Sons and Lovers,1960,biography,"black-and-white, Cinemascope","town, England","B(D.H. Lawrence) W(Gavin Lambert, T.E.B. Clarke; AAN) C(Freddie Frances; AA)"
JCa7,My Geisha,1962,comedy,,JaPanaVision,C(Shunichuro Nakao)
JCa9,The Liquidator,1965,comedy,Metrocolor,"Monaco; London, England",B(John Gardner)
JCv2,Five Gates to Hell,1958,,,,W(Clavell)
JCv4,Walk like A Dragon,1960,,,,W(Clavell)
JCv12,Where's Jack,1969,,,,W( Clavell)
JCv16,Tm:The Last Valley,1971,action,Eastmancolor,Switzerland,R(R) W(Clavell)
JFe10,I Accuse!,1958,drama,"black-and-white, Cinemascope","Paris, France; T(1894)",
JFe20,State Fair,1962,comedy,"DeLuxe, Cinemascope",csd. US,M(Alfred Newman)
KRz4,Saturday Night and Sunday Morning,1960,,black-and-white,,B(Allan Sillitoe)
KRz14,Morgan: A Suitable Case for Treatment,1966,"comedy, romantic",black-and-white,"London, England","W(B(David Mercer)) C(Larry Pizer, Gerry Turpin)"
KRz16,Isadora,1968,,,,
KRz25,The Gambler,1974,drama,,,W(Toback) B(Dostojevsky)
KRz36,The French Luitenant's Woman,1981,,color,,B(John Fowles) W(Harold Pinter) C(Freddie Francis) Seen(1982) R(R)
KRz40,Sweet Dreams,1985,,Technicolor,,
MBc10,Araya,1958,documentary,black-and-white,"toen, coast, Venezuela",Lang(Sp)
MCm1,Black Orpheus,1958,,Cinemascope,"Rio de Janeiro, Brazil",R(PG) Lang(Portuguese) Alt(Orfeu Negro; Brazil)
MdC10,Auntie Mame,1958,musical,"Trama, color","New York, NY",C(Harry Stradling; AA) W(Robert~E.~Lee
MPi1,L'Amour Existe,1958,,,,Le(short)
MPi10,L'Enfance Nue,1968,,,,
MPi13,La Guele Ouverte,1973,,,,
MPi23,Lou-lou,1980,romantic,,,Alt(Loulou)
MPi40,A Nos Amours,1983,romantic,,,Alt(All Our Loves; USA)
MPi20,Police,1985,cops-and-robbers,,France,
MPi50,van Gogh,1992,biography,color,"Auvers-sur-Oise, Provence, France",Seen(1Jan1993))
NLl93,"The 2,000,000 Dollar Defense",1958,thriller,black-and-white,,"TV(2Nov1958) Le(30m) VT(N:HQ3, no names)"
NLl95,"Six People, No Music",1959,thriller,black-and-white,,TV(4Jan1959) Le(30m)
NLl96,Your Witness,1959,thriller,black-and-white,,TV(17May1959) Le(30m) VT(N:HP5)
NLl97,The Human Interest Story,1959,"science, fiction, thriller",black-and-white,"town, USA",TV(24May1959) Le(30m) W(B(Frederic Brown)) VT(N:HD1-15) Seen(24Jan1993))
NLl98,No Pain,1959,thriller,black-and-white,,TV(25Oct1959) Le(30m) B(John colorlier) VT(N:HD1-7)
NLl99,Anniversary Gift,1959,thriller,black-and-white,,TV(25Oct1959) Le(30m)
NLl100,Special Delivery,1959,thriller,black-and-white,,TV(29Nov1959) W(B(Ray Bradbury)) Le(30m)
NLl103,Hooked,1960,thriller,black-and-white,,TV(25Sep1960) Le(30m)
NLl104,A Very Moral Theft,1960,thriller,black-and-white,,TV(11Oct1960) Le(30m) VT(N:HP9) Seen(9Mar1991)
NLl107,Incident in a Small Jail,1961,thriller,black-and-white,,TV(21Mar1961) Le(30m) W(B(Henry Slesar)) VT(N:HP10) Seen(16Mar1991)
NLl108,You Can't Be a Little Girl All Your Life,1961,thriller,black-and-white,,TV(21Nov1961) Le(30m)
NLl109,"I, Spy",1961,thriller,black-and-white,,TV(21Nov1961) Le(30m) W(John colorlier) B(John Mortimer)
NLl111,Strange Miracle,1962,thriller,black-and-white,,TV(13Feb1962) Le(30m) B(George Langelaan)
NLl113,Final Vow,1962,thriller,black-and-white,,TV(25Oct1962) Le(1h) B(W(Henry Slesar))
NLl114,The Jar,1964,thriller,black-and-white,"csd, USA",TV(14Feb1964) Le(1h) B(Ray Bradbury)
