"movie_id",,"stage_name","role_type","role_description","role_name"
"IGu21","The Blue Max","Jeremy Kemp",,,
"IGu21","The Blue Max","Karl Michael Vogler",,,
"IGu21","The Blue Max","Anton Diffring",,,
"IGu21","The Blue Max","Derren Nesbitt",,,
"IGu26","Shaft in Africa","Richard Roundtree",,"rough detective",
"IGu26","Shaft in Africa","Moses Gunn",,,
"IGu26","Shaft in Africa","Vonetta McGee",,,
"IGu26","Shaft in Africa","Neda Arneric",,"well-developed",
"IGu26","Shaft in Africa","Frank Finlay",,,
"IGu26","Shaft in Africa","Marne Maitland",,,
"IGu28","The Towering Inferno","Paul Newman",,"architect","Doug Lenberg"
"IGu28","The Towering Inferno","Steve McQueen",,"fire chief","OHalleran"
"IGu28","The Towering Inferno","William Holden",,,
"IGu28","The Towering Inferno","Faye Dunaway",,,
"IGu28","The Towering Inferno","Fred Astaire",,"party guest","AAN"
"IGu28","The Towering Inferno","Susan Blakely",,,
"IGu28","The Towering Inferno","Richard Chamberlain",,,
"IGu28","The Towering Inferno","Robert Vaughn",,,
"IGu28","The Towering Inferno","Jennifer Jones",,,
"IGu28","The Towering Inferno","O.J. Simpson",,"fireman","Jernigan"
"IGu28","The Towering Inferno","Robert Wagner",,,
"IGu28","The Towering Inferno","John Crawford",,,"Callahan"
"IGu29","King Kong","Jeff Bridges",,,
"IGu29","King Kong","Charles Grodin",,,
"IGu29","King Kong","Jessica Lange","love interest","girl",
"IGu29","King Kong","John Randolph",,,
"IGu29","King Kong","Ren'e Auberjonois",,,
"IGu29","King Kong","Ed Lauter",,,
"IGu31","Death on the Nile","Maggie Smith","suspectd","spinsterish nurse-companion",
"IGu31","Death on the Nile","Angela Lansbury","suspect","ex-vamp",
"IGu31","Death on the Nile","Peter Ustinov","agent","detective","Poirot"
"IGu31","Death on the Nile","Mia Farrow","suspect","passenger",
"IGu31","Death on the Nile","Bette Davis","suspect",,
"IGu31","Death on the Nile","I.S. Johar",,"cruise manager",
"IGu31","Death on the Nile","Simon McCorkindale",,,
"IGu31","Death on the Nile","Jon Finch",,"suspect",
"IGu31","Death on the Nile","Jack Warden","suspect",,
"IGu31","Death on the Nile","David Niven","suspect",,
"IGu31","Death on the Nile","Olivia Hussey","suspect",,
"IGu31","Death on the Nile","Harry Andrews",,,
"IGu31","Death on the Nile","Jane Birkin",,,
"IGu31","Death on the Nile","Lois Chiles",,,
"IGu31","Death on the Nile","George Kennedy","suspect","blustering",
"IGy10","The Glimmerman","Steven Seagal",,"strange cop","John"
"IGy10","The Glimmerman","Keenan J. Wyams","sidekick","partner",
"IH1","The Maltese Falcon","Humphrey Bogart","agent","SF detective","Samuel Spade"
"IH1","The Maltese Falcon","Mary Astor","villain","attractive liar, gets falcon from Russian general, murders Miles, jailed","nMrs. Brigid O'Shaughnessy"""
"IH1","The Maltese Falcon","Gladys George","savior","forward, Archer's wife","nIva Archer"""
"IH1","The Maltese Falcon","Jerome Cowan","victim, agent","murdered detective, Sam Spade's partner","nMiles Archer"""
"IH1","The Maltese Falcon","Peter Lorre","villain","sneaky crook","nJoel Cairo"""
"IH1","The Maltese Falcon","Sidney Greenstreet","villain","fat crook, seeks falcon for 17 years","Kasper Guttman"
"IH1","The Maltese Falcon","Elisha Cook~Jr.","sidekick","body guard hitman","nWilmer Cook"""
"IH1","The Maltese Falcon","Lee Patrick","innocent","faithful secretary",
"IH1","The Maltese Falcon","a s",,,
"IH1","The Maltese Falcon","Ward Bond","agent","SF policeman","nTom Polhaus"""
"IH1","The Maltese Falcon","Barton MacLane","agent","SF lieutenant policeman, trusts Sam","nDundy"""
"IH1","The Maltese Falcon","James Burke",,"heavy","Luke"
"IH1","The Maltese Falcon","Murray Alper",,"district attorney","nFrank Richman"""
"IH1","The Maltese Falcon","John Hamilton","victim","sr","nBryan"""
"IH1","The Maltese Falcon","s.a.","victim","Her","ship captain, shot, delivers falcon to Sam Spade"
"IH1","The Maltese Falcon","Emory Parnell",,,
"IH1","The Maltese Falcon","Walter Huston","bit, role","Vic","Her"
"IH1","The Maltese Falcon","none",,"Bidget's accomplice, tailed, shot","nThursby"""
"IH2","This is our Life","Walter Huston","bit, role",,"notesfactuncredited/fact/notes"
"IH3","Across the Pacific","Humphrey Bogart",,"US agent","Rick Leland"
"IH3","Across the Pacific","Mary Astor","love interest",,"Alberta Marlow"
"IH3","Across the Pacific","Sydney Greenstreet",,"enemy agent","Dr.~Lorenz"
"IH3","Across the Pacific","Sen Yung",,"foreign agent","Joe Totsuiko"
"IH3","Across the Pacific","Charles Halton",,,
"IH3","Across the Pacific","Monte Blue",,,
"IH3","Across the Pacific","Keye Luke",,,
"IH3","Across the Pacific","Richard Loo",,,
"IH3","Across the Pacific","Chester Gan",,,
"IH3","Across the Pacific","Kam Tong",,,
"IH11","The Treasure of the Sierra Madre","Humphrey Bogart",,"paranoid tough fortune hunter, eventually killed by bandits","Fred C. Dobbs"
"IH11","The Treasure of the Sierra Madre","Walter Huston",,"old shrewd prospector","Howard"
"IH11","The Treasure of the Sierra Madre","Tim Holt",,"blunt, young man, survives being shot","Curtin"
"IH11","The Treasure of the Sierra Madre","Alfonso Bedoya",,"primitive bandit","Gold Hat"
"IH11","The Treasure of the Sierra Madre","Robert Blake",,"Mexican boy",
"IH11","The Treasure of the Sierra Madre","Bruce Bennett",,"fotune hunter, bandit victim",
"IH11","The Treasure of the Sierra Madre","John Huston","cameo, role","victim",
"IH11","The Treasure of the Sierra Madre","Walter Huston",,,"AA"
"IH11","The Treasure of the Sierra Madre","Barton MacLane",,"deceitful contractor, bar fighter",
"IH11","The Treasure of the Sierra Madre","Manuel Donde",,"burro seller","El Jefe"
"IH11","The Treasure of the Sierra Madre","A.Soto Rangel",,,"Presidente"
"IH12","Key Largo","Humphrey Bogart",,"disiilusioned war veteran",
"IH12","Key Largo","Lauren Bacall",,,
"IH12","Key Largo","Claire Trevor",,,"AA"
"IH12","Key Largo","Edward G. Robinson",,"crook, killed",
"IH12","Key Largo","Lionel Barrymore",,,
"IH12","Key Largo","Thomas Gomez",,,
"IH12","Key Largo","Marc Lawrence",,,
"IH14","The Asphalt Jungle","Sterling Hayden","villain","elderly crook","Dix Handley"
"IH14","The Asphalt Jungle","Louis Calhern",,"crook","Alonzo d'Emerich"
"IH14","The Asphalt Jungle","Sam Jaffe",,"doctor","Doc Erwin Riedenschneider"
"IH14","The Asphalt Jungle","Jean Hagen",,,"Doll Conovan"
"IH14","The Asphalt Jungle","James Whitmore",,,"Gus Minissi"
"IH14","The Asphalt Jungle","Marc Lawrence",,,"Cobby"
"IH14","The Asphalt Jungle","John McIntire","agent","police commissioner","Hardy"
"IH14","The Asphalt Jungle","Marilyn Monroe",,,"Angela Phinlay"
"IH14","The Asphalt Jungle","Barry Keyy","agent","luitenant","Dietrich"
"IH15","Red Badge of Courage","Audie Murphy","crook",,
"IH15","Red Badge of Courage","Bill Mauldin",,,
"IH15","Red Badge of Courage","Royal Dano",,,
"IH15","Red Badge of Courage","Douglas Dick",,,
"IH15","Red Badge of Courage","John Dierkes",,,
"IH15","Red Badge of Courage","Andy Devine",,,
"IH15","Red Badge of Courage","Arthur Hunnicut",,,
"IH16","The African Queen","Humphrey Bogart","savior","skipper","AA"
"IH16","The African Queen","Katherine Hepburn","love interest","missionary","AAN"
"IH16","The African Queen","Robert Morley","sidekick","missionary",
"IH16","The African Queen","Peter Bull",,"captain",
"IH16","The African Queen","Theodore Bikel",,"2nd officer",
"IH17","Moulin Rouge","Jose Ferrer",,"painter","Toulouse Lautrec"
"IH17","Moulin Rouge","Zsa Zsa Gabor",,"dancer","Jane Avril"
"IH17","Moulin Rouge","Katherine Kath",,,
"IH17","Moulin Rouge","Colette Marchand",,,"AAN,"""
"IH18",,"Humphrey Bogart",,"adventurer, shipwrecked",
"IH18","Beat the Devil","Gina Lollobrigida",,"adventurer's wife",
"IH18","Beat the Devil","Robert Morley",,"uranium swindler",
"IH18","Beat the Devil","Marco Tulli",,"uranium swindler",
"IH18","Beat the Devil","Ivor Barnard",,"uranium swindler",
"IH18","Beat the Devil","Peter Lorre",,"uranium swindler",
"IH18","Beat the Devil","Jennifer Jones",,"compulsive liar. married to lord",
"IH18","Beat the Devil","Edward Underdown",,"fake British Lord",
"IH18","Beat the Devil","Bernard Lee",,,
"IH19","Moby Dick","Gregory Peck",,"obsessed captain","Ahad"
"IH19","Moby Dick","Richard Basehart",,"fresh whaler","Ishamel"
"IH19","Moby Dick","Friedrich Ledebur",,"Indian harpoonist","Sigfried"
"IH19","Moby Dick","Orson Welles",,"preacher",
"IH19","Moby Dick","James Robertson Justice",,,
"IH19","Moby Dick","Harry Andrews",,"second mate","Stubb"
"IH19","Moby Dick","Bernard Miles",,,
"IH19","Moby Dick","Noel Purcell",,,
"IH19","Moby Dick","Edric Connor",,,
"IH19","Moby Dick","Joseph Tomelty",,,
"IH19","Moby Dick","Mervyn Johns",,,
"IH19","Moby Dick","Royal Dano",,,
"IH20","Heaven Knows Mr.~Allison","Deborah Kerr",,"nun, marooned",
"IH20","Heaven Knows Mr.~Allison","Robert Mitchum",,"marine, wants to foil Japanese",
"IH22","The Unforgiven","Burt Lancaster",,"rancher",
"IH22","The Unforgiven","Audrey Hepburn","victim","daughter, suspected to be Indian orphan","Rachel Zachary"
"IH22","The Unforgiven","Audie Murphy",,,
"IH22","The Unforgiven","Lilian Gish",,"adoptive mother",
"IH22","The Unforgiven","Charles Bickford",,,
"IH22","The Unforgiven","Doug McClure",,,
"IH22","The Unforgiven","John Saxon",,,
"IH22","The Unforgiven","Joseph Wiseman",,,
"IH22","The Unforgiven","Albert Salmi",,,
"IH23","The Misfits","Clark Gable",,"ex-cowboy, releases wild horses","lifelast//life"
"IH23","The Misfits","Marilyn Monroe",,"divorcee, emphatic","lifelastreleased film"
"IH23","The Misfits","Montgomery Clift",,"rodeo rider",
"IH23","The Misfits","Eli Wallach",,"biplane pilot",
"IH23","The Misfits","Thelma Ritter",,"pilot's wife",
"IH23","The Misfits","Kevin McCarthy",,,
"IH23","The Misfits","Marietta Tree",,,
"IH23","The Misfits","James Barton",,,
"IH23","The Misfits","Ralph Roberts",,,
"IH23","The Misfits","Estelle Winwwod",,,
"IH26","The List of Adrian Messenger","George C. Scott",,"intelligence officer","errorR(An)/error"
"IH26","The List of Adrian Messenger","Kirk Douglas",,"mass murderer, disguises","errorR(An)/error"
"IH26","The List of Adrian Messenger","Dlive Brrok",,,
"IH26","The List of Adrian Messenger","Dana Wynter",,,
"IH26","The List of Adrian Messenger","Jacques Roux",,,
"IH26","The List of Adrian Messenger","Walter Tony Huston",,,
"IH26","The List of Adrian Messenger","Herbert Marshall",,,
"IH26","The List of Adrian Messenger","Bernard Archard",,,
"IH26","The List of Adrian Messenger","Gladys Cooper",,,
"IH26","The List of Adrian Messenger","Robert Mitchum","cameo, role",,
"IH26","The List of Adrian Messenger","Frank Sinatra","cameo, role",,
"IH26","The List of Adrian Messenger","Tony Curtis","cameo, role",,
"IH26","The List of Adrian Messenger","Burt Lancaster","cameo, role","in drag",
"IH26","The List of Adrian Messenger","John Huston","cameo, role",,
"IH27","The Night of the Iguana","Richard Burton",,"disbarred clergyman, tour guide",
"IH27","The Night of the Iguana","Deborah Kerr",,"spinster, frustrated artist",
"IH27","The Night of the Iguana","Ava Gardner",,"strumpet hotel owner",
"IH27","The Night of the Iguana","Sue Lyon",,"nymphomaniac",
"IH27","The Night of the Iguana","Grayson Hall",,"tour organizer","AAN"
"IH27","The Night of the Iguana","Cyril Delevanti",,"grandafther, poet",
"IH28","The Bible","John Huston",,"Noah",
"IH28","The Bible","Max vonSydow",,,
"IH28","The Bible","Michael Parks",,,
"IH28","The Bible","Richard Harris",,,
"IH28","The Bible","Stephen Boyd",,,
"IH28","The Bible","George C. Scott",,,
"IH28","The Bible","Ava Gardner",,,
"IH28","The Bible","Franco Nero",,,
"IH29","Casino Royale","Woody Allen","crook","agent","James Bond 007"
"IH29","Casino Royale","Peter Sellers","crook","agent inspecting bound woman","James Bond 007"
"IH29","Casino Royale","William Holden",,"agent","James Bond 007"
"IH29","Casino Royale","Charles Boyer","crook","agenT","James Bond 007"
"IH29","Casino Royale","John Huston","crook","M, agent","James Bond 007"
"IH29","Casino Royale","David Niven","crook","agent","Sir James 007"
"IH29","Casino Royale","Orson Welles",,,
"IH29","Casino Royale","Ursula Andress",,,
"IH29","Casino Royale","Deborah Kerr",,,
"IH29","Casino Royale","Jacqueline Bisset",,,
"IH29","Casino Royale","Joanna Pettet",,,
"IH29","Casino Royale","Daliah Lavi",,,
"IH29","Casino Royale","Kurt Kasznar",,,
"IH29","Casino Royale","Derek Nimmo",,,
"IH29","Casino Royale","George Raft",,,
"IH29","Casino Royale","Peter OToole",,,
"IH29","Casino Royale","JeanPaul Belmondo",,,
"IH30","Reflections in a Golden Eye","Marlon Brando",,"homosexual major","Penderton"
"IH30","Reflections in a Golden Eye","Elizabeth Taylor",,"overripe socialite wife","Leonora"
"IH30","Reflections in a Golden Eye","Brian Keith",,"luitenant colonel, Leonora's lover","Langdon"
"IH30","Reflections in a Golden Eye","Julie Harris",,"Langdon's wife",
"IH30","Reflections in a Golden Eye","Zorro David",,"Filipino houseboy",
"IH30","Reflections in a Golden Eye","Robert Forster",,"voyeuristic private",
"IH31","A Walk with Love and Death","Anjelica Huston",,,"lifedebut//life"
"IH34","The Life and Times of Judge Roy Bean","Paul Newman",,,
"IH34","The Life and Times of Judge Roy Bean","Ava Gardner",,,
"IH34","The Life and Times of Judge Roy Bean","Victoria Principal",,,
"IH34","The Life and Times of Judge Roy Bean","Jacqueline Bisset",,,
"IH34","The Life and Times of Judge Roy Bean","Anthony Perkins",,,
"IH34","The Life and Times of Judge Roy Bean","John Huston",,,
"IH34","The Life and Times of Judge Roy Bean","Tab Hunter",,,
"IH34","The Life and Times of Judge Roy Bean","Stacy Keach",,,
"IH34","The Life and Times of Judge Roy Bean","Roddy McDowall",,,
"IH34","The Life and Times of Judge Roy Bean","Ned Beatty",,,
"IH35","Fat City","Stacy Keach",,"boxer on the skids",
"IH35","Fat City","Jeff Bridges",,"would-be boxer",
"IH35","Fat City","Susan Tyrell",,"drunken","Oma"
"IH35","Fat City","Curtis Cokes",,"boxer",
"IH35","Fat City","Candy Clark",,,
"IH35","Fat City","Art Aragon",,,
"IH35","Fat City","Nicholas Colosanto",,,
"IH38","The Man Who Would Be King","Sean Connery",,"booming con man","Daniel Dravot"
"IH38","The Man Who Would Be King","Michael Caine",,"wry con man","Peachy Carnehan"
"IH38","The Man Who Would Be King","Saeed Jaffrey",,"native conqueror","Billy Fish"
"IH38","The Man Who Would Be King","Christopher Plummer",,,"Kipling"
"IH38","The Man Who Would Be King","Jack May",,,
"IH38","The Man Who Would Be King","Shakira Caine",,,"Roxanne"
"IH39","Wise Blood","Brad Dourif",,"determined country boy, starts deceptive church","Hazel Motes"
"IH39","Wise Blood","Harry Dean Stanton",,"blind street preacher, quack",
"IH39","Wise Blood","Ned Beatty",,"bogus evangelist",
"IH42","Victory","Michael Caine",,"prisoner, football coach",
"IH42","Victory","Sylvester Stallone",,"prisoner, football player",
"IH42","Victory","Max vonSydow",,"German commander",
"IH42","Victory","Pele",,"soccer star",
"IH42","Victory","Bobby Moore",,,
"IH42","Victory","George Mikell",,,
"IH42","Victory","Daniel Massey",,,
"IH43","Annie","Aileen Quinn",,,
"IH43","Annie","Albert Finney",,,
"IH43","Annie","Carol Burnett",,,
"IH43","Annie","Bernadette Peters",,,
"IH43","Annie","Ann Reinking",,,
"IH43","Annie","Tim Curry",,,
"IH43","Annie","Geoffrey Holder",,,
"IH43","Annie","Edward Herrmann","ruler","president","Franklin Roosevelt"
"IH43","Annie","Lois deBanzie",,"president's wife","Eleanor Roosevelt"
"IH45","Under the Volcano","John Huston",,,
"IH47","Prizzi's Honor","Jack Nicholson",,"hit man","Charley Partanna"
"IH47","Prizzi's Honor","Kathleen Turner",,"competing, charming hit woman, Charley's bride","Irene Walker"
"IH47","Prizzi's Honor","Robert Loggia",,"Charley's father","errorR(An)/error"
"IH47","Prizzi's Honor","William Hickey",,"aging Mafia don, Charley's godfather","Corrado Prizzi"
"IH47","Prizzi's Honor","John Randolph",,"don's son","Dominic"
"IH47","Prizzi's Honor","Anjelica Huston","vamp","don's granddaughter, wants Charley","MaeRose Prizzi"
"IH50",,"Donal McCann",,"drunk","Freddie"
"IH50","The Dead","Anjelica Huston",,,
"IHA33","Thunderbirds","Gene Tierney",,,"errorin 1942 Thunder Birds"
"IHA33","Thunderbirds","Preston Foster",,,"errorin 1942 Thunder Birds"
"IHc10","Bang the Drum Slowly","Michael Moriarty",,"outstanding baseball pitcher",
"IHc10","Bang the Drum Slowly","Robert deNiro",,"simpleminded catcher",
"IHc10","Bang the Drum Slowly","Vincent Gardenia",,,
"IHk10","Treasure Island","Orson Welles",,,"Long John"
"IHk10","Treasure Island","Kim Burfield",,,
"IHk10","Treasure Island","Lionel Stander",,,
"IHk10","Treasure Island","Walter Slezak",,,
"IHk10","Treasure Island","Rik Battaaglia",,,
"IHk20","Brass Target","Sophia Loren",,,
"IHk20","Brass Target","John Cassavetes",,,
"IHk20","Brass Target","Robert Vaughn",,,
"IHk20","Brass Target","George Kennedy",,,
"IHk20","Brass Target","Patrick McGoohan",,,
"IHk20","Brass Target","Max vonSydow",,,
"IHk25","The Incubus","John Cassavetes",,"raping demon",
"IHk25","The Incubus","Kerrie Keane",,,
"IHk25","The Incubus","Helen Hughes",,,
"IHk25","The Incubus","Erin Flannery",,,
"IHk25","The Incubus","John Irland",,,
"IHk30","Triumphs of a Man Called Horse","Richard Harris",,,
"IHk30","Triumphs of a Man Called Horse","Michael Beck",,,
"IHk30","Triumphs of a Man Called Horse","Anne Seymour",,,
"IHm10","Gideon's Trumpet","Henry Fonda",,,
"IHm10","Gideon's Trumpet","Jose Ferrer",,,
"IHm10","Gideon's Trumpet","John Houseman",,,
"IHm10","Gideon's Trumpet","Sam Jaffe",,,
"IHm10","Gideon's Trumpet","Dean Jagger",,,
"IHm10","Gideon's Trumpet","Fay Wray",,,
"IHu1","Sixteen Candles","Molly Ringwald",,"sweet, poor teenage girl","Samantha Baker"
"IHu1","Sixteen Candles","Anthony Michael Hall",,"geek, wins girl",
"IHu1","Sixteen Candles","Michael Schoeffling",,"boyfriend",
"IHu1","Sixteen Candles","Paul Dooley",,,
"IHu1","Sixteen Candles","Gedde Watanabe",,,
"IHu1","Sixteen Candles","Edward Andrews",,,
"IHu1","Sixteen Candles","Carlin Glynn",,,
"IHu1","Sixteen Candles","Justin Henry",,,
"IHu1","Sixteen Candles","Blanche Baker",,,
"IHu1","Sixteen Candles","John Cusack",,,
"IHu11","The Breakfast Club","Emelio Estevez",,,
"IHu11","The Breakfast Club","Molly Ringwald",,,
"IHu11","The Breakfast Club","Ally Sheedy",,,
"IHu11","The Breakfast Club","Anhony Michael Hall",,"nerd",
"IHu11","The Breakfast Club",,,"villain","Mr. Vernon"
"IHu12","Weird Science","Anthony Michael Hall",,"nerd, create beauty",
"IHu12","Weird Science","Kelly LeBrock",,"beauty, teches nerds romance",
"IHu12","Weird Science","Ilan MitchellSmith",,"nerd",
"IHu15","Plane, Trains, and Automobiles","Steve Martin",,"straight",
"IHu15","Plane, Trains, and Automobiles","John Candy",,"obnoxious",
"IHu18","Ferris Buellers Day off","Matthew Broderick",,"adventurous kid",
"IHu20","similar","Molly Ringwald",,,
"IHu22","Uncle Buck","John Candy",,"overbearing uncle",
"IHu22","Uncle Buck",,,"son",
"IHu25","Curly Sue","James Belushi",,"poor guardian",
"IHu25","Curly Sue","Kelly Lynch",,"wealthy woman, adopts girl and guardian",
"IHu25","Curly Sue","Alisan Porter",,"charming waif",
"IHu25","Curly Sue","Gordie Schnorrer",,"butler","errorSp(An)/error"
"IHu25","Curly Sue","Bill Dancer",,,"errorSp(An)/error"
"IIl10","The Fast and Furious","John Ireland",,"blacklisted teamster",
"IIl10","The Fast and Furious","Dorothy Malone",,"loses car",
"IIl10","The Fast and Furious","Bruce Carlisle",,,
"IIl10","The Fast and Furious","Marshall Bradford",,,
"IIl10","The Fast and Furious","Jean Howell",,,
"IIl10","The Fast and Furious","Bruno VeSota",,,
"IIr10","The Dogs of War","Christopher Walken",,,
"IIr10","The Dogs of War","Tom Berenger",,,
"IIr10","The Dogs of War","Colin Blakely",,,
"IIr10","The Dogs of War","JoBeth Williams",,,
"IIr12","Ghost Story","John Houseman",,,
"IIr12","Ghost Story","Fred Astaire",,,
"IIr12","Ghost Story","Melvyn Douglas",,,
"IIr12","Ghost Story","Patricia Neal",,,
"IIr17","Champions","John Hurt",,"jockey",
"IIr17","Champions","Edward Woodward",,,
"IIr17","Champions","Ben Johnson",,,
"IIr17","Champions","Jan Francis",,,
"IIr21","Hamburger Hill","Anthony Barille",,"soldier",
"IIr21","Hamburger Hill","Don Cheadle",,"soldier",
"IIr30","Widow's Peak","Mia Farrow",,"shy girl, becomes wild","Miss OHara"
"IIr30","Widow's Peak","Joan Plowright",,"matriarch",
"IIr30","Widow's Peak","Jim Broadbent",,"dentist, courts Miss OHara",
"IIr30","Widow's Peak","Adrian Dunbar",,"matriarch's son",
"IIr30","Widow's Peak","Natasha Richardson",,"beautiful widow, wants dentist",
"IIr32","A Month by the Lake","Vanessa Redgrave",,"spinster, photographer, falls for Major","Miss Bentley"
"IIr32","A Month by the Lake","Edward Fox",,"stiff British vacationor","Major Whitlaw"
"IIr32","A Month by the Lake","Uma Turman",,"American nanny, charms Major",
"IIr32","A Month by the Lake","Alida Valli",,"resort owner",
"IIr32","A Month by the Lake","Cartier",,"Italian vacationer, father","Mr.Bonicello"
"IIr32","A Month by the Lake","Allessandro Gassman",,"handsome rich boy, tries to make out with Miss Bentley",
"IiS5","The Hours and Times",,,,
"IiS10","Backbeat","Ian Hart",,"Beatle musician","John Lennon"
"IiS10","Backbeat","Gary Brakewell",,"Beatle musician","Paul McCartney"
"IiS10","Backbeat","Chris ONeil",,"Beatle musician","George Harrison"
"IiS10","Backbeat","Scot Williams",,"original Beatle drummer, dies","Pete Best"
"IiS10","Backbeat","Stephen Dorff",,"bass player, painter, withdraws","Stuart Sutcliffe"
"IiS10","Backbeat","Sheryl Lee",,"photographer, Klaus' girlfriend, mentor","Astrid Kirchherr"
"IiS10","Backbeat","Kai Wiesinger",,"sophisticated artist, sponsor","Klaus Voorman"
"IiS15","Hackers","Johnny Lee Miller",,,
"IiS15","Hackers","Angelina Jolie",,,
"IiS15","Hackers","Jess Bradford",,,
"IiS15","Hackers","Matthew Lillard",,,
"IiS17","Wings of the Dove","Helena Bonham Carter",,"adopted, plots","Kate Croy"
"IiS17","Wings of the Dove","Alison Elliott",,"rich American, ill, friend, victim","Millie"
"IiS17","Wings of the Dove","Linus Roche",,"poor journalist, beloved","merton Densher"
"IiS17","Wings of the Dove","Elizabeth McGovern",,"Millie's companion","Sophie"
"IiS17","Wings of the Dove","Charlotte Rampling",,"adopts niece",
"IiS17","Wings of the Dove","Alex Jennings",,,
"IiS17","Wings of the Dove","Michael Gambin",,"Kate's father, opium addict",
"IKo5","The Autobiography of Miss Jane Pittman","Cicely Tyson",,,
"IKu10","Ishq","Amir Khan",,"boy, to marry","Madhu"
"IKu10","Ishq","Ajay Devgan",,"girl, to marry Ajay","errorR(An)/error"
"IKu10","Ishq","Juhi Chala",,"Madhu's father","errorR(An)/error"
"IKu10","Ishq","Kajol",,"Ajay's father, plots","errorR(An)/error"
"IKu10","Ishq","Johny Lever",,,
"ILa10","The Sadist","Arch Hall~jr",,"sadist, does teachers in, dies in snake pit",
"ILa10","The Sadist","Marilyn Manning",,"accomplice, shot",
"ILa10","The Sadist","Helen Hovey",,"high-school teacherteenage hoodlum",
"ILa10","The Sadist","Richard Alden",,"high-school teacher, killed",
"ILa10","The Sadist","Don Russell",,"high-school teacher, killed",
"ILa31","Kentucky Fried Movie","Jerry Zucker",,,
"ILa31","Kentucky Fried Movie","Jamebrahams",,,
"ILa31","Kentucky Fried Movie","David Zucker",,,
"ILa31","Kentucky Fried Movie","Donald Sutherland",,,
"ILa31","Kentucky Fried Movie","Bill Bixby",,,
"ILa32","Animal House","John Belushi",,"bloated future senator","Bluto Blutarsky"
"ILa32","Animal House","Stephen Furst",,,
"ILa32","Animal House","Tim Matheson",,,
"ILa32","Animal House","John Vernon",,,
"ILa32","Animal House","Verna Bloom",,,
"ILa32","Animal House","Tom Hulce",,,
"ILa32","Animal House","Peter Riegert",,,
"ILa32","Animal House","Donald Sutherland",,,
"ILa32","Animal House","Mary Louise Weller",,"nude",
"ILa33","Blues Brothers","John Belushi",,,
"ILa33","Blues Brothers","Dan Ackroyd",,,
"ILa33","Blues Brothers","Cab Calloway",,,
"ILa33","Blues Brothers","Kathleen Freeman",,,
"ILa33","Blues Brothers","Carrie Fisher",,,
"ILa33","Blues Brothers","Frank Oz",,,
"ILa33","Blues Brothers","Chaka Khan",,,
"ILa33","Blues Brothers","James Brown",,,
"ILa33","Blues Brothers","Henry Gibson",,,
"ILa33","Blues Brothers","Aretha Franklin",,,
"ILa33","Blues Brothers","Ben Piazza",,,
"ILa33","Blues Brothers","Ray Charles",,,
"ILa34","American Werewolf in London","David Naughton","victim","U.S. student, travels, attacked",
"ILa34","American Werewolf in London","Griffin Dunne","sidekick","U.S. student, attacked, dies, returns to warn buddy",
"ILa34","American Werewolf in London","Jenny Agutter","savior","nurse, helps student",
"ILa34","American Werewolf in London","John Landis","cameo, role","flies though car window",
"ILa38","Trading Places","Eddie Murphy",,"poor con man, trades up",
"ILa38","Trading Places","Dan Ackroyd",,"stockbroker, trades down",
"ILa38","Trading Places","Jamie Lee Curtis",,"nude","BFA"
"ILa38","Trading Places","Paul Gleason",,,
"ILa38","Trading Places","Ralph Bellamy",,,
"ILa38","Trading Places","Don Ameche",,"ruthless millionaire",
"ILa38","Trading Places","Denholm Elliott",,,"BFA"
"ILa38","Trading Places","Jim Belushi",,,
"ILa38","Trading Places","Kristin Holby",,,
"ILa40","Into the Night","Michelle Pfeiffer",,"moody fast party-lane girl",
"ILa50","Oscar","Sylvester Stallone",,"racketeer, wnts to go legit",
"ILa50","Oscar","Vincent Spano",,"accountant",
"ILa50","Oscar","Ornella Mutti",,,
"ILa50","Oscar","Marisa Tomei",,"restless daughter","errorR(An)/error"
"ILa50","Oscar","Peter Riegert",,,
"ILa50","Oscar","Richard Romanus",,,
"ILa50","Oscar","Dom Ameche",,,
"ILa50","Oscar","Kurtwood Smith",,,
"ILa50","Oscar","Yvonne deCarlo","bit, role",,
"ILa50","Oscar","Kirk Douglas","bit, role",,
"ILa50","Oscar","Harry Shearer",,"tailor",
"ILa50","Oscar","Martin Ferrero",,"tailor",
"ILa50","Oscar","Tim Curry",,"elocution teacher",
"ILa50","Oscar","Eddie Bracken",,"stuttering snitch",
"ILa55","Coming to America","Eddie Murphy",,"prince to be married","Akeem"
"ILa55","Coming to America",,,"prospective bride","Vannessa Bell"
"ILa55","Coming to America","Arsenio Hall",,"retainer","Semmi"
"ILa55","Coming to America","Shari Headley",,"accountant, falls for prince","Lisa"
"ILa55","Coming to America","Allison Dean",,"Lisa's sister, falls for Semmi",
"ILa55","Coming to America","James Earl Jones",,"king",
"ILa55","Coming to America","Madge Sinclair",,"queen",
"ILa55","Coming to America","Paul Bates",,"pudgy chief of ceremonies",
"ILa55","Coming to America","Sheila Johnson",,"mistress of ceremonies",
"ILa55","Coming to America","Jake Steinfeld",,"cabbie",
"ILa55","Coming to America","Clint Smith",,"barber",
"ILa55","Coming to America","Arsenio Hall",,"customer in barbershop","Morris"
"ILa55","Coming to America","Arsenio Hall",,"ugly woman",
"ILa55","Coming to America","Arsenio Hall",,"reverend","Brown"
