Arthur Mullard,1963-1967,Mullard,Arthur,M,1910,199x,"R:big,bluff",\Br,,,
Barbara Mullen,1942-1966,Mullen,Barbara,F,1914,1979,RU:,\Ir-\Am,,,
Renate Muller,1930-1936,Muller,Renate,F,1907,1937,R:lead,\Ge,,,
Richard Mulligan,1966-1980,Mulligan,Richard,M,1932,199x,R:lanky,\Am,,,
Billy Mumy,1961-1975,Mumy,Billy,M,,,R:cute child,\Am,[34.216],Ww(Hitchcock),
Herbert Mundin,1931-1939,Mundin,Herbert,M,1898,1939,R:character,\Br,,,
Meg Mundy,1956,,,F,[1],199x,RU:,\Un,,Ww(Hitchcock),
Paul Muni,1928-1959,Weisenfreund,Muni,M,1896,1967,R:distinguished,\Am,,,
Jonathan Munk,,,,M,[1],199x,RU:,\Un,,
Caroline Munro,1971-1980,Munro,Caroline,F,1951,199x,R:lead,\Br,,,
Janet Munro,1957-1967,Munro,Janet,F,1934,1972,R:lead,\Br(Scot),
Partice Munsel,1953-1953,Munsel,Partice,F,1925,199x,R:operatic,\Am,,,
Jules Munshin,1948-1964,Munshin,Jules,M,1915,1970,R:rubber-limbed,\Am,,,
Ona Munson,1930-1947,Wolcott,Ona,F,1906,1955,R:character,\Am,,,
Irina Muravyova,,,,F,[1],199x,RU:,\Un,,
Richard Murdoch,1939-1961,Murdoch,Richard,M,1907,1990,RU:,\Am,,Nt(radio entertainer),
George Murdock,,,,M,[1],199x,RU:,\Un,,
Audie Murphy,1948-1967,Murphy,Audie,M,1924,1971,R:boyish,\Am,,,
Ben Murphy,1973-1983,Murphy,Ben,M,1941,199x,R:athletic,\Am,,,
Charlie Murphy,1993,Murphy,Charlie,M,,199x,RU:,\Un,Si(Eddie Murphy),
Donald Murphy,,,,M,[1],199x,RU:,\Un,,
Eddie Murphy,1982-1984,Murphy,Eddie,M,1960,199x,R:foul-mouthed,\Am,,,
George Murphy,1934-1952,Murphy,George,M,1902,199x,R:amiable,\Ir-\Am,[4.238],,,
Mary Murphy,1951-1972,Murphy,Mary,F,1931,199x,R:lead,\Am,,,
Michael Murphy,1967-1979,Murphy,Michael,M,,,R:general purpose,\Am,,,
Rosemary Murphy,1957-1973,Murphy,Rosemary,F,1925,199x,RU:,\Am,,,
Barbara Murray,1948-1960,Murray,Barbara,F,1929,199x,R:lead,\Br,,,
Bill Murray,,,,M,[1],199x,RU:,\Un,,
Charlie Murray,1915-1915,Murray,Charlie,M,1872,1941,R:vaudeville comedian,\Am,,,
Brian Doyle Murray,,,,M,[1],199x,RU:,\Un,,
Don Murray,1956-1981,Murray,Don,M,1929,199x,"R:ambitious, cowboy",\Am,,,
James Murray,1928-1935,Murray,James,M,1901,1936,R:lead,\Am,,,
Ken Murray,1929-1966,Court,Don,M,1903,199x,R:comedy,\Am,,,
Mae Murray,1917-1931,Koenig,Marie Adrienne,F,1889,1965,R:silent lead,\Am,,,
Stephen Murray,1938-1963,Murray,Stephen,M,1912,1983,R:character,\Br,,,
Tom Murray,,,,M,[1],199x,RU:,\Un,,
Peter MurrayHill,1938-1945,Murray-Hill,Peter,M,1908,1957,R:lead,\Br,,,
Tony Musante,1965-1972,Musante,Tony,M,1936,199x,R:character,\Am,,,
Clarence Muse,1928-1979,Muse,Clarence,M,1889,1979,R:character,\Am,,,
Burt Mustin,1951-1971,Mustin,Burt,M,1884,1977,R:comedy character,\Am,,,
Carmel Myers,1916-1945,Myers,Carmel,F,1899,1980,R:vamp,\Am,,,
Harry Myers,1916-1937,Myers,Harry,M,1886,1938,R:character,\Am,,,
Susan Myers,,,,F,[1],199x,RU:,\Un,,
Odette Myrtil,1936-1952,Myrtil,Odette,F,1898,1978,R:character,\Fr,,,
